Ageing Time,C5
0,89.14
0.224089636,88.91142857
0.448179272,88.68285714
0.672268908,88.45428571
0.896358543,88.22571429
1.120448179,87.99714286
1.344537815,87.76857143
1.568627451,87.54
1.792717087,87.31142857
2.016806723,87.09579832
2.240896359,87.03977591
2.464985994,86.9837535
2.68907563,86.92773109
2.913165266,86.87170868
3.137254902,86.81568627
3.361344538,86.75966387
3.585434174,86.70364146
3.80952381,86.64761905
4.033613445,86.59159664
4.257703081,86.53557423
4.481792717,86.47955182
4.705882353,86.42352941
4.929971989,86.367507
5.154061625,86.31148459
5.378151261,86.25546218
5.602240896,86.19943978
5.826330532,86.14341737
6.050420168,86.09432773
6.274509804,86.06911765
6.49859944,86.04390756
6.722689076,86.01869748
6.946778711,85.99348739
7.170868347,85.96827731
7.394957983,85.94306723
7.619047619,85.91785714
7.843137255,85.89264706
8.067226891,85.86743697
8.291316527,85.84222689
8.515406162,85.81701681
8.739495798,85.79180672
8.963585434,85.76659664
9.18767507,85.74138655
9.411764706,85.71617647
9.635854342,85.69096639
9.859943978,85.6657563
10.08403361,85.64054622
10.30812325,85.61533613
10.53221289,85.59012605
10.75630252,85.56491597
10.98039216,85.53970588
11.20448179,85.5144958
11.42857143,85.48928571
11.65266106,85.46407563
11.8767507,85.43886555
12.10084034,85.41365546
12.32492997,85.38844538
12.54901961,85.36323529
12.77310924,85.33802521
12.99719888,85.31281513
13.22128852,85.28760504
13.44537815,85.26239496
13.66946779,85.23718487
13.89355742,85.21197479
14.11764706,85.19264706
14.34173669,85.17864146
14.56582633,85.16463585
14.78991597,85.15063025
15.0140056,85.13662465
15.23809524,85.12261905
15.46218487,85.10861345
15.68627451,85.09460784
15.91036415,85.08060224
16.13445378,85.06659664
16.35854342,85.05259104
16.58263305,85.03858543
16.80672269,85.02457983
17.03081232,85.01057423
17.25490196,84.99656863
17.4789916,84.98256303
17.70308123,84.96855742
17.92717087,84.95455182
18.1512605,84.94054622
18.37535014,84.92654062
18.59943978,84.91253501
18.82352941,84.89852941
19.04761905,84.88452381
19.27170868,84.87051821
19.49579832,84.85651261
19.71988796,84.842507
19.94397759,84.8285014
20.16806723,84.8144958
20.39215686,84.8004902
20.6162465,84.78648459
20.84033613,84.77247899
21.06442577,84.75847339
21.28851541,84.74446779
21.51260504,84.73046218
21.73669468,84.71645658
21.96078431,84.70245098
22.18487395,84.67226891
22.40896359,84.63865546
22.63305322,84.60504202
22.85714286,84.57142857
23.08123249,84.53781513
23.30532213,84.50420168
23.52941176,84.47058824
23.7535014,84.43697479
23.97759104,84.40336134
24.20168067,84.3697479
24.42577031,84.33613445
24.64985994,84.30252101
24.87394958,84.26890756
25.09803922,84.23529412
25.32212885,84.20168067
25.54621849,84.16806723
25.77030812,84.13445378
25.99439776,84.10084034
26.21848739,84.06722689
26.44257703,84.03361345
26.66666667,84
26.8907563,83.96638655
27.11484594,83.93277311
27.33893557,83.89915966
27.56302521,83.86554622
27.78711485,83.83193277
28.01120448,83.79831933
28.23529412,83.76470588
28.45938375,83.73109244
28.68347339,83.69747899
28.90756303,83.66386555
29.13165266,83.6302521
29.3557423,83.59663866
29.57983193,83.56302521
29.80392157,83.52941176
30.0280112,83.49842437
30.25210084,83.48581933
30.47619048,83.47321429
30.70028011,83.46060924
30.92436975,83.4480042
31.14845938,83.43539916
31.37254902,83.42279412
31.59663866,83.41018908
31.82072829,83.39758403
32.04481793,83.38497899
32.26890756,83.37237395
32.4929972,83.35976891
32.71708683,83.34716387
32.94117647,83.33455882
33.16526611,83.32195378
33.38935574,83.30934874
33.61344538,83.2967437
33.83753501,83.28413866
34.06162465,83.27153361
34.28571429,83.25892857
34.50980392,83.24632353
34.73389356,83.23371849
34.95798319,83.22111345
35.18207283,83.2085084
35.40616246,83.19590336
35.6302521,83.18329832
35.85434174,83.17069328
36.07843137,83.15808824
36.30252101,83.14548319
36.52661064,83.13287815
36.75070028,83.12027311
36.97478992,83.10766807
37.19887955,83.09506303
37.42296919,83.08245798
37.64705882,83.06985294
37.87114846,83.0572479
38.0952381,83.04464286
38.31932773,83.03203782
38.54341737,83.01943277
38.767507,83.00682773
38.99159664,82.99422269
39.21568627,82.98161765
39.43977591,82.96901261
39.66386555,82.95640756
39.88795518,82.94380252
40.11204482,82.93119748
40.33613445,82.91859244
40.56022409,82.90598739
40.78431373,82.89338235
41.00840336,82.88077731
41.232493,82.86817227
41.45658263,82.85556723
41.68067227,82.84296218
41.9047619,82.83035714
42.12885154,82.8177521
42.35294118,82.80514706
42.57703081,82.79254202
42.80112045,82.77993697
43.02521008,82.76733193
43.24929972,82.75472689
43.47338936,82.74212185
43.69747899,82.72951681
43.92156863,82.71691176
44.14565826,82.70430672
44.3697479,82.69170168
44.59383754,82.67909664
44.81792717,82.6664916
45.04201681,82.65388655
45.26610644,82.64128151
45.49019608,82.62867647
45.71428571,82.61607143
45.93837535,82.60346639
46.16246499,82.58713819
46.38655462,82.56939776
46.61064426,82.55165733
46.83473389,82.5339169
47.05882353,82.51617647
47.28291317,82.49843604
47.5070028,82.48069561
47.73109244,82.46295518
47.95518207,82.44521475
48.17927171,82.42747432
48.40336134,82.40973389
48.62745098,82.39199346
48.85154062,82.37425303
49.07563025,82.35651261
49.29971989,82.33877218
49.52380952,82.32103175
49.74789916,82.30329132
49.9719888,82.28555089
50.19607843,82.26781046
50.42016807,82.25007003
50.6442577,82.2323296
50.86834734,82.21458917
51.09243697,82.19684874
51.31652661,82.17910831
51.54061625,82.16136788
51.76470588,82.14362745
51.98879552,82.12588702
52.21288515,82.10814659
52.43697479,82.09040616
52.66106443,82.07266573
52.88515406,82.0549253
53.1092437,82.03718487
